Doc_Number,Document_Name,Contract_Section,Category,Review_Status,Notes,Filename,Appendix_Number,Priority,Document_Type,File_Type,Size_MB,Modified_Date,Full_Path
820,121_Pier 3 Core-Test Reimbursement (PCO 240) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 121 Pier 3 Core-Test Reimbursement - signed.pdf,CO 121,HIGH,Change Orders,.PDF,0.1,2021-11-11,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/121_Pier 3 Core-Test Reimbursement (PCO 240) (Executed)/Executed CO (Final Docs)/C9015 CO 121 Pier 3 Core-Test Reimbursement - signed.pdf
821,122_UL Ltg Nighttime Cir - Const (PCO 188) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 122 UL Ltg Nighttime Cir - Const - signed.pdf,CO 122,HIGH,Change Orders,.PDF,0.12,2021-12-17,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/122_UL Ltg Nighttime Cir - Const (PCO 188) (Executed)/Executed CO (Final Docs)/C9015 CO 122 UL Ltg Nighttime Cir - Const - signed.pdf
822,123_Additional Camera Relocations (PCO 257) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 123 Additional Camera Relocation - signed.pdf,CO 123,HIGH,Change Orders,.PDF,0.1,2022-01-04,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/123_Additional Camera Relocations (PCO 257) (Executed)/Executed CO (Final Docs)/C9015 CO 123 Additional Camera Relocation - signed.pdf
823,124_BCS HMI Location (PCO 256) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 124 BCS HMI Location - signed.pdf,CO 124,HIGH,Change Orders,.PDF,0.1,2022-01-04,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/124_BCS HMI Location (PCO 256) (Executed)/Executed CO (Final Docs)/C9015 CO 124 BCS HMI Location - signed.pdf
824,125_Add'l Hotel Offers for ML Proj (PCO 248) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 125 Add'l Hotel Offers for ML Project - signed.pdf,CO 125,HIGH,Change Orders,.PDF,0.1,2022-04-06,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/125_Add'l Hotel Offers for ML Proj (PCO 248) (Executed)/Executed CO (Final Docs)/C9015 CO 125 Add'l Hotel Offers for ML Project - signed.pdf
825,126_WABS Conduit Supports over 5Ft (PCO 262) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 126 WABS Conduit Supports over 5Ft - signed.pdf,CO 126,HIGH,Change Orders,.PDF,0.1,2022-01-27,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/126_WABS Conduit Supports over 5Ft (PCO 262) (Executed)/Executed CO (Final Docs)/C9015 CO 126 WABS Conduit Supports over 5Ft - signed.pdf
826,127_Elim. Environmental Incentive (PCO 268) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 127 Elim Environmental Incentive - signed.pdf,CO 127,HIGH,Change Orders,.PDF,0.12,2022-02-01,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/127_Elim. Environmental Incentive (PCO 268) (Executed)/Executed CO (Final Docs)/C9015 CO 127 Elim Environmental Incentive - signed.pdf
827,128_Hazardous Bldg Matls Allowance (PCO 269) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 128 Hazardous Bldg Matls Allowance - signed.pdf,CO 128,HIGH,Change Orders,.PDF,0.12,2022-01-10,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/128_Hazardous Bldg Matls Allowance (PCO 269) (Executed)/Executed CO (Final Docs)/C9015 CO 128 Hazardous Bldg Matls Allowance - signed.pdf
828,129_Landscape Mods in OCR - Design (PCO 238) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 129 Landscape Mods in OCR - Design - signed.pdf,CO 129,HIGH,Change Orders,.PDF,0.12,2022-02-01,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/129_Landscape Mods in OCR - Design (PCO 238) (Executed)/Executed CO (Final Docs)/C9015 CO 129 Landscape Mods in OCR - Design - signed.pdf
829,130_WABS Eqpt Pltfrm Angle Matls (PCO 273) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 130 WABS Eqpt Pltfrm Angle Matls - signed.pdf,CO 130,HIGH,Change Orders,.PDF,0.09,2022-03-15,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/130_WABS Eqpt Pltfrm Angle Matls (PCO 273) (Executed)/Executed CO (Final Docs)/C9015 CO 130 WABS Eqpt Pltfrm Angle Matls - signed.pdf
830,131_Strip Seal Replacement (PCO 002) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 131 Strip Seal Replacement - signed.pdf,CO 131,HIGH,Change Orders,.PDF,2.16,2022-03-15,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/131_Strip Seal Replacement (PCO 002) (Executed)/Executed CO (Final Docs)/C9015 CO 131 Strip Seal Replacement - signed.pdf
831,132_Relays & Monitoring Points (PCO 176) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 132 Relays and Monitoring Points - signed.pdf,CO 132,HIGH,Change Orders,.PDF,0.12,2022-03-15,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/132_Relays & Monitoring Points (PCO 176) (Executed)/Executed CO (Final Docs)/C9015 CO 132 Relays and Monitoring Points - signed.pdf
832,133_DRB Compensation (PCO 278) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 133 DRB Compensation - signed.pdf,CO 133,HIGH,Change Orders,.PDF,0.76,2022-04-01,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/133_DRB Compensation (PCO 278) (Executed)/Executed CO (Final Docs)/C9015 CO 133 DRB Compensation - signed.pdf
833,"134_Landscape & Urban Des TR Revs (PCO 97, 185) (Executed)",1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 134 Landscape & Urban Des TR Edits - signed.pdf,CO 134,HIGH,Change Orders,.PDF,2.38,2022-06-26,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/134_Landscape & Urban Des TR Revs (PCO 97, 185) (Executed)/Executed CO (Final Docs)/C9015 CO 134 Landscape & Urban Des TR Edits - signed.pdf"
834,135_Express Lanes Sign Cont Wiring (PCO 266) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 135 Express Lanes Sign Cont Wiring - signed.pdf,CO 135,HIGH,Change Orders,.PDF,1.72,2022-04-11,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/135_Express Lanes Sign Cont Wiring (PCO 266) (Executed)/Executed CO (Final Docs)/C9015 CO 135 Express Lanes Sign Cont Wiring - signed.pdf
835,136_Underlid Closure Signs (PCO 288) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 136 Underlid Closure Signs - signed.pdf,CO 136,HIGH,Change Orders,.PDF,0.1,2022-05-17,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/136_Underlid Closure Signs (PCO 288) (Executed)/Executed CO (Final Docs)/C9015 CO 136 Underlid Closure Signs - signed.pdf
836,137_WABS Shaft Duct Clearing (PCO 284) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 137 WABS Shaft Duct Cleaning - signed.pdf,CO 137,HIGH,Change Orders,.PDF,0.11,2022-07-11,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/137_WABS Shaft Duct Clearing (PCO 284) (Executed)/Executed CO (Final Docs)/C9015 CO 137 WABS Shaft Duct Cleaning - signed.pdf
837,138_Pavt Depth for DXEI Alignment (PCO 285) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 138 Pavt Depth for DXEI Alignment - signed.pdf,CO 138,HIGH,Change Orders,.PDF,0.11,2022-05-17,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/138_Pavt Depth for DXEI Alignment (PCO 285) (Executed)/Executed CO (Final Docs)/C9015 CO 138 Pavt Depth for DXEI Alignment - signed.pdf
838,139_Correction to CO 138 (PCO 294) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 139 Correction to CO 138 - signed.pdf,CO 139,HIGH,Change Orders,.PDF,0.1,2022-06-26,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/139_Correction to CO 138 (PCO 294) (Executed)/Executed CO (Final Docs)/C9015 CO 139 Correction to CO 138 - signed.pdf
839,140_Ethafoam Requirement (PCO 286) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 140 Ethafoam Requirement - signed.pdf,CO 140,HIGH,Change Orders,.PDF,0.09,2022-07-05,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/140_Ethafoam Requirement (PCO 286) (Executed)/Executed CO (Final Docs)/C9015 CO 140 Ethafoam Requirement - signed.pdf
840,141_LWB Long-Term Closure (PCO 292) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 141 LWB Long-Term Closure - signed.pdf,CO 141,HIGH,Change Orders,.PDF,0.09,2022-06-26,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/141_LWB Long-Term Closure (PCO 292) (Executed)/Executed CO (Final Docs)/C9015 CO 141 LWB Long-Term Closure - signed.pdf
841,"142_Mult Issue Res No. 2-2022 (PCO 182,277,279,290,291,293) (Executed)",1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 142 Multiple Issue Reso No. 2-2022 - signed.pdf,CO 142,HIGH,Change Orders,.PDF,1.52,2022-09-29,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/142_Mult Issue Res No. 2-2022 (PCO 182,277,279,290,291,293) (Executed)/Executed CO (Final Docs)/C9015 CO 142 Multiple Issue Reso No. 2-2022 - signed.pdf"
842,"143_Multiple Issue Res No. 3-2022 (PCO 083,261,265) (Executed)",1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 143 Multiple Issue Reso No. 3-2022 - signed.pdf,CO 143,HIGH,Change Orders,.PDF,1.29,2022-09-29,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/143_Multiple Issue Res No. 3-2022 (PCO 083,261,265) (Executed)/Executed CO (Final Docs)/C9015 CO 143 Multiple Issue Reso No. 3-2022 - signed.pdf"
843,"144_Mult Issue Res No. 4-2022 (PCO 237,245,252,270,271,282,295)",1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 144 Multiple Issue Reso No. 4-City-2022 - signed.pdf,CO 144,HIGH,Change Orders,.PDF,1.97,2023-01-31,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/144_Mult Issue Res No. 4-2022 (PCO 237,245,252,270,271,282,295)/Executed CO (Final Docs)/C9015 CO 144 Multiple Issue Reso No. 4-City-2022 - signed.pdf"
844,145_Noise Threshold Mods (PCO 283) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 145 Noise Threshold Mods - signed.pdf,CO 145,HIGH,Change Orders,.PDF,0.1,2022-08-30,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/145_Noise Threshold Mods (PCO 283) (Executed)/Executed CO (Final Docs)/C9015 CO 145 Noise Threshold Mods - signed.pdf
845,146_WABS Deck Conc Agg Size Mod (PCO 300) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 146 WABS Deck Conc Agg Size Mod - signed.pdf,CO 146,HIGH,Change Orders,.PDF,0.1,2022-09-08,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/146_WABS Deck Conc Agg Size Mod (PCO 300) (Executed)/Executed CO (Final Docs)/C9015 CO 146 WABS Deck Conc Agg Size Mod - signed.pdf
846,147_DXEI Ramp Shoulder Pvmt Mod (PCO 302) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 147 DXEI Ramp Shoulder Pvmt Mod - signed.pdf,CO 147,HIGH,Change Orders,.PDF,0.11,2022-12-06,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/147_DXEI Ramp Shoulder Pvmt Mod (PCO 302) (Executed)/Executed CO (Final Docs)/C9015 CO 147 DXEI Ramp Shoulder Pvmt Mod - signed.pdf
847,148_Hamlin Alley Permanent Pole (PCO 297) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 148 Hamlin Alley Permanent Pole - signed.pdf,CO 148,HIGH,Change Orders,.PDF,2.34,2023-02-16,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/148_Hamlin Alley Permanent Pole (PCO 297) (Executed)/Executed CO (Final Docs)/C9015 CO 148 Hamlin Alley Permanent Pole - signed.pdf
848,149_Balsamo Prop Dmge Claim Stlmt (PCO 307) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 149 Balsamo Prop Dmge Claim Stlmt - signed.pdf,CO 149,HIGH,Change Orders,.PDF,1.14,2023-02-22,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/149_Balsamo Prop Dmge Claim Stlmt (PCO 307) (Executed)/Executed CO (Final Docs)/C9015 CO 149 Balsamo Prop Dmge Claim Stlmt - signed.pdf
849,150_Bockus Prop Dmge Claim Stlmt (PCO 311) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 150 Bockus Prop Dmge Claim Stlmt - signed.pdf,CO 150,HIGH,Change Orders,.PDF,0.84,2023-04-20,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/150_Bockus Prop Dmge Claim Stlmt (PCO 311) (Executed)/Executed CO (Final Docs)/C9015 CO 150 Bockus Prop Dmge Claim Stlmt - signed.pdf
850,151_Metro Bus Facility Spare Parts (PCO 050) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 151 Metro Bus Facility Spare Parts - signed.pdf,CO 151,HIGH,Change Orders,.PDF,0.1,2023-04-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 151-175/151_Metro Bus Facility Spare Parts (PCO 050) (Executed)/Executed CO (Final Docs)/C9015 CO 151 Metro Bus Facility Spare Parts - signed.pdf
851,152_Subcontractor Percentages (PCO 310) Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 152 Subcontractor Percentages - signed.pdf,CO 152,HIGH,Change Orders,.PDF,0.1,2023-04-24,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 151-175/152_Subcontractor Percentages (PCO 310) Executed)/Executed CO (Final Docs)/C9015 CO 152 Subcontractor Percentages - signed.pdf
