Doc_Number,Document_Name,Full_Name,Category,Document_Type,Contract_Section,Review_Status,Notes,Files_Count,Representative_File,File_Path
116,WABN RFI Questions & Answers,WABN RFI Questions & Answers,A-B - As-Built Plans and Construction,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix A-B1.F.2.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/A-B - As-Built Plans and Construction/Appendix A-B1/Appendix A-B1.F/Appendix A-B1.F.2/Appendix A-B1.F.2.pdf
117,WCB As-Built,"West Connection Bridge, WSDOT Br. No. 520/7.7S As-Built",A-B - As-Built Plans and Construction,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
118,WCB Disc Bearings,West Connection Bridge (WCB) Disc Bearings Stamped Drawings and Calculations,A-B - As-Built Plans and Construction,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
119,West Approach Bridge,"West Approach Bridge, WSDOT Br. No. 520/7.5",A-B - As-Built Plans and Construction,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,A-B1.B Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/A-B - As-Built Plans and Construction/Appendix A-B1/Appendix A-B1.B/A-B1.B Cover Sheet.pdf
120,Amendments to Standard Specifications,Amendments to the Standard Specifications,B - Specifications,Appendix,7. RFP Appendices (Contract Documents),Reviewed,"4 requirements found, all tied to Physical Completion: insurance maintenance (1), environmental permit closeout (2), and temporary BMP removal (1). Document primarily contains material specifications and construction method amendments with no closeout/handover deliverables.",16,Appendix B1.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B1/Appendix B1.pdf
121,General Special Provisions,General Special Provisions,B - Specifications,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
122,Instructions for GSP,Instructions for GSP,B - Specifications,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
123,King County Metro Electrical Specification,King County Metro Electrical Mini Specification,B - Specifications,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,B15 Cove Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/B - Specifications/Appendix B15/B15 Cove Sheet.pdf
124,NWR Electrical GSP Instructions,Instructions for NWR Electrical GSP,B - Specifications,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
125,NWR Electrical General Special Provisions,Northwest Region Electrical General Special Provisions,B - Specifications,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
126,NWR ITS GSP,NWR ITS GSP,B - Specifications,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
127,NWR ITS GSP Instructions,Instructions for NWR ITS GSP,B - Specifications,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
128,NWR Landscape GSP,NWR Landscape GSP,B - Specifications,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
129,NWR Landscape GSP Instructions,Instructions for NWR Landscape GSP,B - Specifications,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
130,NWR Miscellaneous GSP,NWR Miscellaneous GSP,B - Specifications,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
131,NWR Miscellaneous GSP Instructions,Instructions for NWR Miscellaneous GSP,B - Specifications,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
132,Seattle Standard Specifications 2017,"City of Seattle Standard Specifications for Road, Bridge and Municipal Construction, 2017 Edition",B - Specifications,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,B14 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/B - Specifications/Appendix B14/B14 Cover Sheet.pdf
133,Standard Specifications (M 41-10),Standard Specifications (M 41-10),B - Specifications,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
134,Steel Escalation Cost Adjustment,Steel Escalation Cost Adjustment,B - Specifications,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix B16.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/B - Specifications/Appendix B16/Appendix B16.pdf
135,Environmental Commitments List,Environmental Commitments List,C - Commitments List,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix C1.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/C - Commitments List/Appendix C1/Appendix C1.pdf
136,AASHTO LRFD 8th Edition 2017,"AASHTO LRFD Bridge Design Specifications, 8th Edition 2017",D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,57,Appendix D1.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D1/Appendix D1.pdf
137,Bridge Deck Protection System,Bridge Deck Protection System and Future Overlay Requirements,D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D34.B.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D34/Appendix D34.B/Appendix D34.B.pdf
138,Bridge Design Manual,WSDOT Bridge Design Manual (LRFD) (M 23-50),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,D1 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D1/D1 Cover Sheet.pdf
139,Bridge Design Minimum Requirements,Bridge Design Minimum Requirements,D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D34.C.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D34/Appendix D34.C/Appendix D34.C.pdf
140,Bridge Inspection Manual,WSDOT Bridge Inspection Manual (M36-64),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D29.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D29/Appendix D29.pdf
141,Bridge Paving Projects,Bridge Paving Projects,D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,D34.F Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D34/Appendix D34.F/D34.F Cover Sheet.pdf
142,Communications Manual,WSDOT Communications Manual (M 3030),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D22.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D22/Appendix D22.pdf
143,Construction Manual,WSDOT Construction Manual (M 41-01),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D2.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D2/Appendix D2.pdf
144,DOE Sewage Works Design Criteria,Department of Ecology Criteria for Sewage Works Design,D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,D43 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D43/D43 Cover Sheet.pdf
145,DOH Water System Manual,Department of Health Water System Manual,D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,D47 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D47/D47 Cover Sheet.pdf
146,Design Manual,WSDOT Design Manual (M 22-01),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,D1 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D1/D1 Cover Sheet.pdf
147,ET 31 ET Plus Guardrail Terminal Memo,Project Delivery Memo #14-01 - ET 31 and ET Plus Guardrail Terminal Memorandum,D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D40.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D40/Appendix D40.pdf
148,Electronic Engineering Data Standards,WSDOT Electronic Engineering Data Standards (M 3028),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,D18 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D18/D18 Cover Sheet.pdf
149,Environmental Manual,WSDOT Environmental Manual (M 31-11),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,D4 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D4/D4 Cover Sheet.pdf
150,FHWA Flexibility In Highway Design,FHWA Flexibility In Highway Design,D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D39.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D39/Appendix D39.pdf
151,FHWA MUTCD,FHWA Manual on Uniform Traffic Control Devices for Streets and Highways (MUTCD),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,D28 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D28/D28 Cover Sheet.pdf
152,FHWA Traffic Control Systems Handbook,FHWA Traffic Control Systems Handbook,D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,D37 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D37/D37 Cover Sheet.pdf
153,Geotechnical Design Manual,WSDOT Geotechnical Design Manual (M 46-03),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,D5 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D5/D5 Cover Sheet.pdf
154,Highway Runoff Manual,WSDOT Highway Runoff Manual (M 31-16),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D6.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D6/Appendix D6.pdf
155,Highway Surveying Manual,WSDOT Highway Surveying Manual (M 22-97),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,D23 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D23/D23 Cover Sheet.pdf
156,Hydraulics Manual,WSDOT Hydraulics Manual (M 23-03),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D7.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D7/Appendix D7.pdf
157,King County Road Design Standards,King County Road Design and Construction Standards,D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D46.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D46/Appendix D46.pdf
158,Local Agency Guidelines,WSDOT Local Agency Guidelines (M 36-63),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D8.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D8/Appendix D8.pdf
159,Maintenance Manual,WSDOT Maintenance Manual (M 51-01),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D9.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D9/Appendix D9.pdf
160,Materials Manual,WSDOT Materials Manual (M 46-01),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D10.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D10/Appendix D10.pdf
161,NWR Area 5 Vegetation Management Plan,"Northwest Region, Area 5 Integrated Roadside Vegetation Management Plan",D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,D42 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D42/D42 Cover Sheet.pdf
162,NWR HOV Design Guide,WSDOT HOV Design Guide for the Northwest Region (M 22-98),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,D33 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D33/D33 Cover Sheet.pdf
163,Organizational Conflicts of Interest Manual,WSDOT Organizational Conflicts of Interest Manual (M 3043),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D13.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D13/Appendix D13.pdf
164,Pavement Surface Condition Rating Manual,WSDOT Pavement Surface Condition Field Rating Manual for Asphalt Pavements,D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D11.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D11/Appendix D11.pdf
165,Plans Preparation Manual,WSDOT Plans Preparation Manual (M 22-31),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D12.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D12/Appendix D12.pdf
166,Positive Moment Strand Extension,Positive Moment Strand Extension,D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,D34.G Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D34/Appendix D34.G/D34.G Cover Sheet.pdf
167,Pre-Bent Stirrups Prestressed Girders,Pre-Bent Stirrups in Prestressed Concrete Girders,D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D34.H.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D34/Appendix D34.H/Appendix D34.H.pdf
168,Right of Way Manual,WSDOT Right of Way Manual (M 26-01),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D14.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D14/Appendix D14.pdf
169,Roadside Classification Plan,WSDOT Roadside Classification Plan (M 25-31),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D15.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D15/Appendix D15.pdf
170,Roadside Manual,WSDOT Roadside Manual ( M 25-30),D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D16.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D16/Appendix D16.pdf
171,SDOT ADA Curb Ramp Assessment Policy,Seattle Department Of Transportation Policy for ADA Compliance Assessment of Existing Curb Ramps Memorandum,D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D48.B.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D48/Appendix D48.B/Appendix D48.B.pdf
172,SDOT APS Installation Requirements,Seattle Department Of Transportation Policy for Accessible Pedestrian Signal (APS) Installation Requirements Memorandum,D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix D48.G.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D48/Appendix D48.G/Appendix D48.G.pdf
173,SDOT Companion Ramp Requirements,Seattle Department Of Transportation Companion Ramp Requirements Technical Memorandum,D - Manuals,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,D48.A Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/D - Manuals/Appendix D48/Appendix D48.A/D48.A Cover Sheet.pdf
