Doc_Number,Priority,Review_Status,Document_Type,Category,Appendix_Number,Filename,Subfolder,File_Type,Size_MB,Modified_Date,Closeout_Requirements_Found,Notes,Follow_Up_Required,Reviewer,Review_Date,Full_Path
821,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 122,C9015 CO 122 UL Ltg Nighttime Cir - Const - signed.pdf,122_UL Ltg Nighttime Cir - Const (PCO 188) (Executed),.PDF,0.12,2021-12-17,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/122_UL Ltg Nighttime Cir - Const (PCO 188) (Executed)/Executed CO (Final Docs)/C9015 CO 122 UL Ltg Nighttime Cir - Const - signed.pdf
822,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 123,C9015 CO 123 Additional Camera Relocation - signed.pdf,123_Additional Camera Relocations (PCO 257) (Executed),.PDF,0.1,2022-01-04,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/123_Additional Camera Relocations (PCO 257) (Executed)/Executed CO (Final Docs)/C9015 CO 123 Additional Camera Relocation - signed.pdf
823,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 124,C9015 CO 124 BCS HMI Location - signed.pdf,124_BCS HMI Location (PCO 256) (Executed),.PDF,0.1,2022-01-04,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/124_BCS HMI Location (PCO 256) (Executed)/Executed CO (Final Docs)/C9015 CO 124 BCS HMI Location - signed.pdf
824,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 125,C9015 CO 125 Add'l Hotel Offers for ML Project - signed.pdf,125_Add'l Hotel Offers for ML Proj (PCO 248) (Executed),.PDF,0.1,2022-04-06,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/125_Add'l Hotel Offers for ML Proj (PCO 248) (Executed)/Executed CO (Final Docs)/C9015 CO 125 Add'l Hotel Offers for ML Project - signed.pdf
825,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 126,C9015 CO 126 WABS Conduit Supports over 5Ft - signed.pdf,126_WABS Conduit Supports over 5Ft (PCO 262) (Executed),.PDF,0.1,2022-01-27,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/126_WABS Conduit Supports over 5Ft (PCO 262) (Executed)/Executed CO (Final Docs)/C9015 CO 126 WABS Conduit Supports over 5Ft - signed.pdf
826,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 127,C9015 CO 127 Elim Environmental Incentive - signed.pdf,127_Elim. Environmental Incentive (PCO 268) (Executed),.PDF,0.12,2022-02-01,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/127_Elim. Environmental Incentive (PCO 268) (Executed)/Executed CO (Final Docs)/C9015 CO 127 Elim Environmental Incentive - signed.pdf
827,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 128,C9015 CO 128 Hazardous Bldg Matls Allowance - signed.pdf,128_Hazardous Bldg Matls Allowance (PCO 269) (Executed),.PDF,0.12,2022-01-10,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/128_Hazardous Bldg Matls Allowance (PCO 269) (Executed)/Executed CO (Final Docs)/C9015 CO 128 Hazardous Bldg Matls Allowance - signed.pdf
828,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 129,C9015 CO 129 Landscape Mods in OCR - Design - signed.pdf,129_Landscape Mods in OCR - Design (PCO 238) (Executed),.PDF,0.12,2022-02-01,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/129_Landscape Mods in OCR - Design (PCO 238) (Executed)/Executed CO (Final Docs)/C9015 CO 129 Landscape Mods in OCR - Design - signed.pdf
829,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 130,C9015 CO 130 WABS Eqpt Pltfrm Angle Matls - signed.pdf,130_WABS Eqpt Pltfrm Angle Matls (PCO 273) (Executed),.PDF,0.09,2022-03-15,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/130_WABS Eqpt Pltfrm Angle Matls (PCO 273) (Executed)/Executed CO (Final Docs)/C9015 CO 130 WABS Eqpt Pltfrm Angle Matls - signed.pdf
830,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 131,C9015 CO 131 Strip Seal Replacement - signed.pdf,131_Strip Seal Replacement (PCO 002) (Executed),.PDF,2.16,2022-03-15,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/131_Strip Seal Replacement (PCO 002) (Executed)/Executed CO (Final Docs)/C9015 CO 131 Strip Seal Replacement - signed.pdf
831,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 132,C9015 CO 132 Relays and Monitoring Points - signed.pdf,132_Relays & Monitoring Points (PCO 176) (Executed),.PDF,0.12,2022-03-15,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/132_Relays & Monitoring Points (PCO 176) (Executed)/Executed CO (Final Docs)/C9015 CO 132 Relays and Monitoring Points - signed.pdf
832,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 133,C9015 CO 133 DRB Compensation - signed.pdf,133_DRB Compensation (PCO 278) (Executed),.PDF,0.76,2022-04-01,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/133_DRB Compensation (PCO 278) (Executed)/Executed CO (Final Docs)/C9015 CO 133 DRB Compensation - signed.pdf
833,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 134,C9015 CO 134 Landscape & Urban Des TR Edits - signed.pdf,"134_Landscape & Urban Des TR Revs (PCO 97, 185) (Executed)",.PDF,2.38,2022-06-26,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/134_Landscape & Urban Des TR Revs (PCO 97, 185) (Executed)/Executed CO (Final Docs)/C9015 CO 134 Landscape & Urban Des TR Edits - signed.pdf"
834,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 135,C9015 CO 135 Express Lanes Sign Cont Wiring - signed.pdf,135_Express Lanes Sign Cont Wiring (PCO 266) (Executed),.PDF,1.72,2022-04-11,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/135_Express Lanes Sign Cont Wiring (PCO 266) (Executed)/Executed CO (Final Docs)/C9015 CO 135 Express Lanes Sign Cont Wiring - signed.pdf
835,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 136,C9015 CO 136 Underlid Closure Signs - signed.pdf,136_Underlid Closure Signs (PCO 288) (Executed),.PDF,0.1,2022-05-17,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/136_Underlid Closure Signs (PCO 288) (Executed)/Executed CO (Final Docs)/C9015 CO 136 Underlid Closure Signs - signed.pdf
836,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 137,C9015 CO 137 WABS Shaft Duct Cleaning - signed.pdf,137_WABS Shaft Duct Clearing (PCO 284) (Executed),.PDF,0.11,2022-07-11,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/137_WABS Shaft Duct Clearing (PCO 284) (Executed)/Executed CO (Final Docs)/C9015 CO 137 WABS Shaft Duct Cleaning - signed.pdf
837,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 138,C9015 CO 138 Pavt Depth for DXEI Alignment - signed.pdf,138_Pavt Depth for DXEI Alignment (PCO 285) (Executed),.PDF,0.11,2022-05-17,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/138_Pavt Depth for DXEI Alignment (PCO 285) (Executed)/Executed CO (Final Docs)/C9015 CO 138 Pavt Depth for DXEI Alignment - signed.pdf
838,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 139,C9015 CO 139 Correction to CO 138 - signed.pdf,139_Correction to CO 138 (PCO 294) (Executed),.PDF,0.1,2022-06-26,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/139_Correction to CO 138 (PCO 294) (Executed)/Executed CO (Final Docs)/C9015 CO 139 Correction to CO 138 - signed.pdf
839,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 140,C9015 CO 140 Ethafoam Requirement - signed.pdf,140_Ethafoam Requirement (PCO 286) (Executed),.PDF,0.09,2022-07-05,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/140_Ethafoam Requirement (PCO 286) (Executed)/Executed CO (Final Docs)/C9015 CO 140 Ethafoam Requirement - signed.pdf
840,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 141,C9015 CO 141 LWB Long-Term Closure - signed.pdf,141_LWB Long-Term Closure (PCO 292) (Executed),.PDF,0.09,2022-06-26,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/141_LWB Long-Term Closure (PCO 292) (Executed)/Executed CO (Final Docs)/C9015 CO 141 LWB Long-Term Closure - signed.pdf
841,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 142,C9015 CO 142 Multiple Issue Reso No. 2-2022 - signed.pdf,"142_Mult Issue Res No. 2-2022 (PCO 182,277,279,290,291,293) (Executed)",.PDF,1.52,2022-09-29,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/142_Mult Issue Res No. 2-2022 (PCO 182,277,279,290,291,293) (Executed)/Executed CO (Final Docs)/C9015 CO 142 Multiple Issue Reso No. 2-2022 - signed.pdf"
842,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 143,C9015 CO 143 Multiple Issue Reso No. 3-2022 - signed.pdf,"143_Multiple Issue Res No. 3-2022 (PCO 083,261,265) (Executed)",.PDF,1.29,2022-09-29,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/143_Multiple Issue Res No. 3-2022 (PCO 083,261,265) (Executed)/Executed CO (Final Docs)/C9015 CO 143 Multiple Issue Reso No. 3-2022 - signed.pdf"
843,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 144,C9015 CO 144 Multiple Issue Reso No. 4-City-2022 - signed.pdf,"144_Mult Issue Res No. 4-2022 (PCO 237,245,252,270,271,282,295)",.PDF,1.97,2023-01-31,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/144_Mult Issue Res No. 4-2022 (PCO 237,245,252,270,271,282,295)/Executed CO (Final Docs)/C9015 CO 144 Multiple Issue Reso No. 4-City-2022 - signed.pdf"
844,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 145,C9015 CO 145 Noise Threshold Mods - signed.pdf,145_Noise Threshold Mods (PCO 283) (Executed),.PDF,0.1,2022-08-30,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/145_Noise Threshold Mods (PCO 283) (Executed)/Executed CO (Final Docs)/C9015 CO 145 Noise Threshold Mods - signed.pdf
845,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 146,C9015 CO 146 WABS Deck Conc Agg Size Mod - signed.pdf,146_WABS Deck Conc Agg Size Mod (PCO 300) (Executed),.PDF,0.1,2022-09-08,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/146_WABS Deck Conc Agg Size Mod (PCO 300) (Executed)/Executed CO (Final Docs)/C9015 CO 146 WABS Deck Conc Agg Size Mod - signed.pdf
846,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 147,C9015 CO 147 DXEI Ramp Shoulder Pvmt Mod - signed.pdf,147_DXEI Ramp Shoulder Pvmt Mod (PCO 302) (Executed),.PDF,0.11,2022-12-06,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/147_DXEI Ramp Shoulder Pvmt Mod (PCO 302) (Executed)/Executed CO (Final Docs)/C9015 CO 147 DXEI Ramp Shoulder Pvmt Mod - signed.pdf
847,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 148,C9015 CO 148 Hamlin Alley Permanent Pole - signed.pdf,148_Hamlin Alley Permanent Pole (PCO 297) (Executed),.PDF,2.34,2023-02-16,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/148_Hamlin Alley Permanent Pole (PCO 297) (Executed)/Executed CO (Final Docs)/C9015 CO 148 Hamlin Alley Permanent Pole - signed.pdf
848,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 149,C9015 CO 149 Balsamo Prop Dmge Claim Stlmt - signed.pdf,149_Balsamo Prop Dmge Claim Stlmt (PCO 307) (Executed),.PDF,1.14,2023-02-22,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/149_Balsamo Prop Dmge Claim Stlmt (PCO 307) (Executed)/Executed CO (Final Docs)/C9015 CO 149 Balsamo Prop Dmge Claim Stlmt - signed.pdf
849,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 150,C9015 CO 150 Bockus Prop Dmge Claim Stlmt - signed.pdf,150_Bockus Prop Dmge Claim Stlmt (PCO 311) (Executed),.PDF,0.84,2023-04-20,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/150_Bockus Prop Dmge Claim Stlmt (PCO 311) (Executed)/Executed CO (Final Docs)/C9015 CO 150 Bockus Prop Dmge Claim Stlmt - signed.pdf
850,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 151,C9015 CO 151 Metro Bus Facility Spare Parts - signed.pdf,151_Metro Bus Facility Spare Parts (PCO 050) (Executed),.PDF,0.1,2023-04-18,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 151-175/151_Metro Bus Facility Spare Parts (PCO 050) (Executed)/Executed CO (Final Docs)/C9015 CO 151 Metro Bus Facility Spare Parts - signed.pdf
851,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 152,C9015 CO 152 Subcontractor Percentages - signed.pdf,152_Subcontractor Percentages (PCO 310) Executed),.PDF,0.1,2023-04-24,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 151-175/152_Subcontractor Percentages (PCO 310) Executed)/Executed CO (Final Docs)/C9015 CO 152 Subcontractor Percentages - signed.pdf
852,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 153,C9015 CO 153 MLB & LWB Extended Closures - signed.pdf,153_MLB & LWB Extended Closures (PCO 309) (Executed),.PDF,0.1,2023-05-30,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 151-175/153_MLB & LWB Extended Closures (PCO 309) (Executed)/Executed CO (Final Docs)/C9015 CO 153 MLB & LWB Extended Closures - signed.pdf
853,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 154,C9015 CO 154 HMA Testing Performed by D-B - signed.pdf,154_HMA Testing Performed by DB (PCO 314) (Executed),.PDF,0.11,2023-04-28,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 151-175/154_HMA Testing Performed by DB (PCO 314) (Executed)/Executed CO (Final Docs)/C9015 CO 154 HMA Testing Performed by D-B - signed.pdf
854,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 155,C9015 CO 155 Strike-WABS Sch Recov and Time - signed.pdf,155_Strike-WABS Sch Recov and Time (PCO 317) (Executed),.PDF,0.12,2023-07-31,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 151-175/155_Strike-WABS Sch Recov and Time (PCO 317) (Executed)/Executed CO (Final Docs)/C9015 CO 155 Strike-WABS Sch Recov and Time - signed.pdf
855,HIGH,Reviewed,Change Orders,1 - Change Orders,CO 156,C9015 CO 156 Lease Transfer Eastlake Office - signed.pdf,156_Lease Transfer Eastlake Office (PCO 315) (Executed),.PDF,0.1,2023-08-30,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 151-175/156_Lease Transfer Eastlake Office (PCO 315) (Executed)/Executed CO (Final Docs)/C9015 CO 156 Lease Transfer Eastlake Office - signed.pdf
